state ,county,Obama_12,Romney_12
VA,Frederick,12683,22851
VA,Giles,2730,4660
VA,Gloucester,6764,12137
VA,Goochland,4676,8448
VA,Grayson,2094,4801
VA,Greene,3284,5558
VA,Greensville,3135,1766
VA,Halifax,7760,8699
VA,Hanover,18283,39920
VA,Henrico,89116,70235
VA,Henry,10312,13980
VA,Highland,459,924
VA,IsleofWight,8754,11797
VA,JamesCity,17854,22830
VA,KingandQueen,1743,1863
VA,KingGeorge,4476,6603
VA,KingWilliam,3326,5445
VA,Lancaster,3144,3749
VA,Lee,2593,6845
VA,Loudoun,81900,74794
VA,Louisa,6949,9207
VA,Lunenburg,2684,2969
VA,Madison,2637,3864
VA,Mathews,1807,3488
VA,Mecklenburg,6786,7855
VA,Middlesex,2370,3619
VA,Montgomery,19903,20006
VA,Nelson,4171,3944
VA,NewKent,3555,7246
VA,Northampton,3737,2676
VA,Northumberland,3186,4308
VA,Nottoway,3344,3409
VA,Orange,6870,9244
VA,Page,3724,6344
VA,Patrick,2417,5622
VA,Pittsylvania,10855,19275
VA,Powhatan,4066,11192
VA,PrinceEdward,5132,3952
VA,PrinceGeorge,7671,9350
VA,PrinceWilliam,103161,74371
VA,Pulaski,5287,8917
VA,Rappahannock,1971,2307
VA,Richmond,1574,2160
VA,Roanoke,19589,33344
VA,Rockbridge,4087,5898
VA,Rockingham,10059,24173
VA,Russell,3716,8177
VA,Scott,2395,7439
VA,Shenandoah,6462,12526
VA,Smyth,4169,8376
VA,Southampton,4437,4733
VA,Spotsylvania,25150,31818
VA,Stafford,27130,32429
VA,Surry,2574,1671
VA,Sussex,3350,2021
VA,Tazewell,3661,13843
VA,Warren,6449,9865
VA,Washington,7076,18141
VA,Westmoreland,4155,4116
VA,Wise,3751,11041
VA,Wythe,3782,8324
VA,York,13165,20182
VA,Alexandria,52434,20205
VA,BedfordCity,1225,1527
VA,Bristol,2487,4776
VA,BuenaVista,919,1564
VA,Charlottesville,16267,4801
VA,Chesapeake,54999,53845
VA,ColonialHeights,2541,5937
VA,Covington,1319,975
VA,Danville,12215,7756
VA,Emporia,1793,886
VA,FairfaxCity,6636,4762
VA,FallsChurch,5006,2141
VA,FranklinCity,2830,1496
VA,Fredericksburg,7114,4054
VA,Galax,900,1332
VA,Hampton,51733,19193
VA,Harrisonburg,8650,6564
VA,Hopewell,5178,3737
VA,Lexington,1484,1146
VA,Lynchburg,15905,19752
VA,Manassas,8478,6463
VA,ManassasPark,2873,1696
VA,Martinsville,3855,2312
VA,NewportNews,50990,27224
VA,Norfolk,55654,21366
VA,Norton,566,895
VA,Petersburg,14377,1526
VA,Poquoson,1679,5312
VA,Portsmouth,28994,12407
VA,Radford,2732,2520
VA,RichmondCity,71037,19732
VA,RoanokeCity,22179,14116
VA,Salem,4756,7289
VA,Staunton,5710,5257
VA,Suffolk,24194,17778
VA,VirginiaBeach,94163,99107
VA,Waynesboro,3836,4789
VA,Williamsburg,4901,2678
VA,Winchester,5089,4943
VT,Vermont,199259,92700
VT,Addison,386,336
VT,Albany,290,149
VT,Alburg,591,314
VT,Andover,187,118
VT,Arlington,749,468
VT,Athens,84,55
VT,Bakersfield,386,190
VT,Baltimore,63,46
VT,Barnard,355,184
VT,Barnet,582,363
VT,Barre,1946,1048
VT,BarreTown,2127,1734
VT,Barton,671,390
VT,Belvidere,82,57
VT,Bennington,4503,1753
VT,Benson,301,159
VT,Berkshire,342,219
VT,Berlin,795,426
VT,Bethel,646,306
VT,Bloomfield,58,40
VT,Bolton,433,161
VT,Bradford,754,416
VT,Braintree,358,185
VT,Brandon,1204,568
VT,Brattleboro,4621,915
VT,Bridgewater,317,158
VT,Bridport,340,277
VT,Brighton,299,223
VT,Bristol,1238,507
VT,Brookfield,456,216
VT,Brookline,179,76
VT,Brownington,229,150
VT,Brunswick,38,22
VT,Burke,455,287
VT,Burlington,14322,2591
VT,Cabot,487,221
VT,Calais,753,208
VT,Cambridge,1332,512
VT,Canaan,249,151
VT,Castleton,987,696
VT,Cavendish,392,261
VT,Charleston,256,169
VT,Charlotte,1677,657
VT,Chelsea,331,279
VT,Chester,971,489
VT,Chittenden,412,288
VT,Clarendon,648,558
VT,Colchester,4615,2548
VT,Concord,275,222
VT,Corinth,408,240
VT,Cornwall,509,181
VT,Coventry,297,183
VT,Craftsbury,435,151
VT,Danby,374,236
VT,Danville,695,475
VT,Derby,1234,848
VT,Dorset,762,424
VT,Dover,428,296
VT,Dummerston,897,234
VT,Duxbury,505,184
VT,EastHaven,68,51
VT,EastMontpelier,1151,402
VT,Eden,320,146
VT,Elmore,359,130
VT,Enosburgh,797,398
VT,Essex,6630,3640
VT,Fairfax,1275,826
VT,Fairfield,552,306
VT,FairHaven,678,399
VT,Fairlee,361,153
VT,Fayston,528,189
VT,Ferrisburg,987,514
VT,Fletcher,418,185
VT,Franklin,294,261
VT,Georgia,1228,918
VT,Glover,398,158
VT,Goshen,83,35
VT,Grafton,235,113
VT,Granby,28,15
VT,GrandIsle,729,448
VT,Granville,115,21
VT,Greensboro,299,101
VT,Groton,219,211
VT,Guildhall,75,65
VT,Guilford,853,261
VT,Halifax,260,136
VT,Hancock,99,47
VT,Hardwick,924,384
VT,Hartford,3315,1405
VT,Hartland,1290,525
VT,Highgate,736,542
VT,Hinesburg,1745,652
VT,Holland,171,121
VT,Hubbardton,211,141
VT,Huntington,850,232
VT,HydePark,1003,387
VT,Ira,132,96
VT,Irasburg,290,234
VT,IsleLaMotte,175,113
VT,Jamaica,375,119
VT,Jay,123,69
VT,Jericho,1990,1026
VT,Johnson,919,333
VT,Killington,363,255
VT,Kirby,158,78
VT,Landgrove,82,20
VT,Leicester,292,176
VT,Lemington,28,23
VT,Lincoln,581,181
VT,Londonderry,552,334
VT,Lowell,228,143
VT,Ludlow,652,437
VT,Lunenburg,296,243
VT,Lyndon,1140,866
VT,Maidstone,50,52
VT,Manchester,1440,850
VT,Marlboro,481,73
VT,Marshfield,521,253
VT,Mendon,319,262
VT,Middlebury,2635,661
VT,Middlesex,756,216
VT,MiddletownSprings,272,163
VT,Milton,2586,1966
VT,Monkton,724,330
VT,Montgomery,410,174
VT,Montpelier,3692,700
VT,Moretown,664,261
VT,Morgan,162,175
VT,Morristown,1780,668
VT,MountHolly,439,294
VT,MountTabor,50,32
VT,Newark,168,111
VT,Newbury,623,375
VT,Newfane,732,200
VT,NewHaven,650,322
VT,Newport,961,555
VT,NewportTown,405,270
VT,Northfield,1378,685
VT,NorthHero,312,249
VT,Norton,45,44
VT,Norwich,1839,293
VT,Orange,251,248
VT,Orwell,333,275
VT,Panton,208,122
VT,Pawlet,461,254
VT,Peacham,346,136
VT,Peru,160,55
VT,Pittsfield,160,116
VT,Pittsford,891,544
VT,Plainfield,509,118
VT,Plymouth,192,138
VT,Pomfret,431,161
VT,Poultney,857,468
VT,Pownal,1047,507
VT,Proctor,498,294
VT,Putney,1064,188
VT,Randolph,1409,663
VT,Reading,259,102
VT,Readsboro,225,122
VT,Richford,497,257
VT,Richmond,1722,650
VT,Ripton,267,58
VT,Rochester,463,173
VT,Rockingham,1562,497
VT,Roxbury,228,91
VT,Royalton,870,355
VT,Rupert,238,137
VT,Rutland,4251,2428
VT,RutlandTown,1211,1029
VT,Ryegate,342,201
VT,St.Albans,1593,752
VT,St.AlbansTown,1592,1147
VT,St.George,219,103
VT,St.Johnsbury,1789,1081
VT,Salisbury,356,171
VT,Sandgate,121,82
VT,Searsburg,24,21
VT,Shaftsbury,1163,673
VT,Sharon,496,202
VT,Sheffield,182,93
VT,Shelburne,3076,1403
VT,Sheldon,476,283
VT,Shoreham,404,201
VT,Shrewsbury,383,248
VT,SouthBurlington,6512,2748
VT,SouthHero,724,347
VT,Springfield,2331,1339
VT,Stamford,274,176
VT,Stannard,68,19
VT,Starksboro,582,230
VT,Stockbridge,260,119
VT,Stowe,1805,800
VT,Strafford,561,114
VT,Stratton,73,70
VT,Sudbury,199,102
VT,Sunderland,310,165
VT,Sutton,254,167
VT,Swanton,1461,947
VT,Thetford,1196,312
VT,Tinmouth,177,109
VT,Topsham,288,208
VT,Townshend,449,191
VT,Troy,393,236
VT,Tunbridge,500,239
VT,Underhill,1226,565
VT,Vergennes,788,312
VT,Vernon,562,495
VT,Vershire,230,103
VT,Victory,30,18
VT,Waitsfield,824,237
VT,Walden,303,158
VT,Wallingford,663,426
VT,Waltham,179,76
VT,Wardsboro,246,130
VT,Warren,774,197
VT,Washington,315,195
VT,Waterbury,1978,654
VT,Waterford,370,326
VT,Waterville,233,98
VT,Weathersfield,895,509
VT,Wells,270,234
VT,WestFairlee,195,93
VT,Westfield,170,112
VT,Westford,742,376
VT,WestHaven,79,44
VT,Westminster,1213,338
VT,Westmore,104,92
VT,Weston,282,130
VT,WestRutland,597,391
VT,WestWindsor,454,219
VT,Weybridge,401,127
VT,Wheelock,197,132
VT,Whiting,133,54
VT,Whitingham,376,226
VT,Williamstown,839,549
VT,Williston,3329,1697
VT,Wilmington,692,327
VT,Windham,146,70
VT,Windsor,1119,406
VT,Winhall,297,189
VT,Winooski,1941,552
VT,Wolcott,538,221
VT,Woodbury,317,157
VT,Woodford,122,45
VT,Woodstock,1361,508
VT,Worcester,416,111
WA,Washington,1588309,1183614
WA,Adams,1516,3111
WA,Asotin,3993,5647
WA,Benton,27846,49105
WA,Chelan,12519,17741
WA,Clallam,17231,17087
WA,Clark,88822,88629
WA,Columbia,634,1545
WA,Cowlitz,20897,19107
WA,Douglas,5047,9287
WA,Ferry,1276,1966
WA,Franklin,6876,11657
WA,Garfield,335,912
WA,Grant,8746,17570
WA,GraysHarbor,15692,11743
WA,Island,21080,19251
WA,Jefferson,11985,6113
WA,King,599796,252090
WA,Kitsap,59701,47468
WA,Kittitas,6462,8372
WA,Klickitat,4373,5138
WA,Lewis,9772,15954
WA,Lincoln,1649,4024
WA,Mason,14568,12637
WA,Okanogan,5259,7151
WA,Pacific,5684,4484
WA,PendOreille,2501,3942
WA,Pierce,180478,144026
WA,SanJuan,6943,3061
WA,Skagit,21875,19418
WA,Skamania,2554,2624
WA,Snohomish,169927,121642
WA,Spokane,91977,104797
WA,Stevens,6014,10794
WA,Thurston,64879,43703
WA,Wahkiakum,1091,1115
WA,WallaWalla,5713,9098
WA,Whatcom,49743,38764
WA,Whitman,6910,7460
WA,Yakima,25945,35381
WI,Wisconsin,1613950,1408746
WI,Adams,5537,4643
WI,Ashland,5387,2816
WI,Barron,10883,11413
WI,Bayfield,6025,3597
WI,Brown,62433,64738
WI,Buffalo,3569,3352
WI,Burnett,3981,4541
WI,Calumet,11477,14519
WI,Chippewa,15211,15371
WI,Clark,6173,7394
WI,Columbia,17158,13014
WI,Crawford,4622,3064
WI,Dane,215389,83459
WI,Dodge,18745,25190
WI,Door,9338,8109
WI,Douglas,14855,7698
WI,Dunn,11303,10210
WI,EauClaire,30618,23218
WI,Florence,952,1643
WI,FondduLac,22356,30329
WI,Forest,2421,2172
WI,Grant,13574,10255
WI,Green,11196,7848
WI,GreenLake,3790,5779
WI,Iowa,8099,4302
WI,Iron,1783,1788
WI,Jackson,5297,3900
WI,Jefferson,20136,23489
WI,Juneau,6237,5400
WI,Kenosha,44838,34942
WI,Kewaunee,5151,5746
WI,LaCrosse,36632,25711
WI,Lafayette,4534,3313
WI,Langlade,4569,5810
WI,Lincoln,7543,7444
WI,Manitowoc,20382,21581
WI,Marathon,32330,36568
WI,Marinette,9868,10609
WI,Marquette,4112,3758
WI,Menominee,1191,179
WI,Milwaukee,328090,158430
WI,Monroe,9505,9637
WI,Oconto,8810,10691
WI,Oneida,10439,10905
WI,Outagamie,45565,47294
WI,Ozaukee,19075,35991
WI,Pepin,1875,1793
WI,Pierce,10213,10383
WI,Polk,10054,12075
WI,Portage,22052,16599
WI,Price,3882,3879
WI,Racine,52887,49173
WI,Richland,4964,3575
WI,Rock,49158,30492
WI,Rusk,3391,3673
WI,St.Croix,19874,25475
WI,Sauk,18718,12829
WI,Sawyer,4482,4436
WI,Shawano,8990,11017
WI,Sheboygan,28356,34282
WI,Taylor,3761,5597
WI,Trempealeau,7601,5703
WI,Vernon,8031,5935
WI,Vilas,5931,7735
WI,Walworth,22512,28962
WI,Washburn,4435,4692
WI,Washington,23136,54709
WI,Waukesha,77617,161567
WI,Waupaca,11565,13989
WI,Waushara,5330,6558
WI,Winnebago,45410,42073
WI,Wood,18546,19685
WV,WestVirginia,234925,412406
WV,Barbour,1761,3804
WV,Berkeley,14122,21956
WV,Boone,2777,5414
WV,Braxton,1985,2692
WV,Brooke,3984,5014
WV,Cabell,13380,17779
WV,Calhoun,801,1288
WV,Clay,922,1957
WV,Doddridge,571,2108
WV,Fayette,5368,8304
WV,Gilmer,830,1580
WV,Grant,713,3775
WV,Greenbrier,4681,7873
WV,Hampshire,2294,5514
WV,Hancock,4571,7159
WV,Hardy,1477,3523
WV,Harrison,9660,15755
WV,Jackson,3824,7360
WV,Jefferson,10215,11090
WV,Kanawha,32190,41037
WV,Lewis,1719,4349
WV,Lincoln,2204,4336
WV,Logan,3461,8186
WV,Marion,8905,11981
WV,Marshall,3395,6208
WV,Mason,3738,5706
WV,McDowell,2086,3931
WV,Mercer,5416,15406
WV,Mineral,2836,7687
WV,Mingo,2421,6163
WV,Monongalia,13664,16672
WV,Monroe,1441,3571
WV,Morgan,2361,4508
WV,Nicholas,2635,5823
WV,Ohio,6623,10577
WV,Pendleton,1067,2087
WV,Pleasants,942,1805
WV,Pocahontas,1298,2167
WV,Preston,2916,7841
WV,Putnam,7198,15926
WV,Raleigh,7651,20375
WV,Randolph,3325,6150
WV,Ritchie,762,2889
WV,Roane,1928,2973
WV,Summers,1612,2968
WV,Taylor,1933,3827
WV,Tucker,876,2160
WV,Tyler,880,2291
WV,Upshur,2143,5878
WV,Wayne,4915,8673
WV,Webster,939,1708
WV,Wetzel,2194,3449
WV,Wirt,673,1422
WV,Wood,11067,21980
WV,Wyoming,1575,5751
WY,Wyoming,170265,68780
WY,Albany,7851,7445
WY,BigHorn,4269,868
WY,Campbell,14952,2163
WY,Carbon,4152,2109
WY,Converse,5043,1089
WY,Crook,3109,426
WY,Fremont,11072,5333
WY,Goshen,4178,1458
WY,HotSprings,1894,523
WY,Johnson,3362,749
WY,Laramie,23247,13807
WY,Lincoln,7144,1287
WY,Natrona,22129,8960
WY,Niobrara,1022,200
WY,Park,11234,2927
WY,Platte,3136,1223
WY,Sheridan,10267,3618
WY,Sublette,3472,767
WY,Sweetwater,11427,4773
WY,Teton,4858,6211
WY,Uinta,6613,1628
WY,Washakie,3013,794
WY,Weston,2821,422
